Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
MMARocks.pl,-,N/A,-,,Poland,mmarocks.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FreightWaves,https://freightwaves.com/feed,Discovered-pattern,N/A,,United States,freightwaves.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Morning Star UK,-,N/A,-,,United Kingdom,morningstaronline.co.uk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
People Matters,-,N/A,-,,India,peoplematters.in,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dodger Blue,https://dodgerblue.com/feed/,Discovered-autodiscovery,N/A,,United States,dodgerblue.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
MetalSucks.net,https://metalsucks.net/feed,Discovered-pattern,N/A,,United States,metalsucks.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Express Tribune,https://tribune.com.pk/blog/feed,Discovered-pattern,N/A,,Pakistan,tribune.com.pk,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Power of Positivity,https://www.powerofpositivity.com/feed/,Discovered-autodiscovery,N/A,,United States,powerofpositivity.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Police Tribune,-,N/A,-,,United States,policetribune.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
No Depression,https://nodepression.org/rss/,Discovered-autodiscovery,N/A,,United States,nodepression.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Good Karma Brands,https://goodkarmabrands.com/feed/,Discovered-autodiscovery,N/A,,United States,goodkarmabrands.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
4Tuning.ro,-,N/A,-,,Romania,4tuning.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hand in Hand Parenting,https://www.handinhandparenting.org/feed/,Discovered-autodiscovery,N/A,,United States,handinhandparenting.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Confidence Meets Parenting,https://confidencemeetsparenting.com/feed/,Discovered-autodiscovery,N/A,,United States,confidencemeetsparenting.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Idei.bg,-,N/A,-,,Bulgaria,idei.bg,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Wheel 'n Deal Mama,https://wheelndealmama.com/feed/,Discovered-autodiscovery,N/A,,United States,wheelndealmama.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nashville Scene,-,N/A,-,,United States,nashvillescene.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SnowBrains,https://snowbrains.com/feed/,Discovered-autodiscovery,N/A,,United States,snowbrains.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nation of Change,https://www.nationofchange.org/feed/,Discovered-autodiscovery,N/A,,United States,nationofchange.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hipwee,-,N/A,-,,Indonesia,hipwee.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Cleveland Clinic,-,N/A,-,,United States,clevelandclinic.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Padded Tush Stats,http://feeds.feedburner.com/paddedtushstats/eozo,Discovered-autodiscovery,N/A,,United States,paddedtushstats.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
KPBS,https://www.kpbs.org/index.rss,Discovered-autodiscovery,N/A,,United States,kpbs.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Playlist,https://theplaylist.net/feed/,Discovered-pattern,N/A,,United States,theplaylist.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SibiuNews,https://sibiunews.net/feed/,Discovered-autodiscovery,N/A,,Romania,sibiunews.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Old House Life,https://theoldhouselife.com/feed/,Discovered-autodiscovery,N/A,,United States,theoldhouselife.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
DK Pittsburgh Sports,-,N/A,-,,United States,dkpittsburghsports.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
360°,https://www.360mag.bg/feed,Discovered-autodiscovery,N/A,,Bulgaria,360mag.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Urban Milwaukee,http://feeds.feedburner.com/UrbanMilwaukee,Discovered-autodiscovery,N/A,,United States,urbanmilwaukee.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Babylon Bee,https://babylonbee.com/feed,Discovered-pattern,N/A,,United States,babylonbee.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Zaman Al Wasl,https://zamanalwsl.net/rss,Discovered-pattern,N/A,,United Arab Emirates,zamanalwsl.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Savori Urbane,-,N/A,-,,Romania,savoriurbane.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Truthdig,https://www.truthdig.com/feed/,Discovered-autodiscovery,N/A,,United States,truthdig.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nerdbot,-,N/A,-,,United States,nerdbot.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Owensboro Times,-,N/A,-,,United States,owensborotimes.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dandavats.com,https://www.dandavats.com/?feed=rss2,Discovered-autodiscovery,N/A,,India,dandavats.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Geller Report,https://gellerreport.com/feed/,Discovered-autodiscovery,N/A,,United States,gellerreport.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
iBus Media Limited,https://pokernews.com/rss.php,Discovered-pattern,N/A,,United Kingdom,pokernews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ABP Group,-,N/A,-,,India,abp.in,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Direkno.hr,https://direktno.hr/rss.xml,Discovered-pattern,N/A,,Croatia,direktno.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Homeinfo.hu,-,N/A,-,,Hungary,homeinfo.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Android Headlines,https://www.androidheadlines.com/feed,Discovered-autodiscovery,N/A,,United States,androidheadlines.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Tribune (India),-,N/A,-,,India,tribuneindia.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vajdaság Ma,-,N/A,-,,Serbia,vajma.info,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vecernji.ba,https://vecernji.ba/feeds/latest,Discovered-autodiscovery,N/A,,Bosnia and Herzegovina,vecernji.ba,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
AutoDeal,https://www.autodeal.com.ph/rss/articles.xml,Discovered-autodiscovery,N/A,,Philippines,autodeal.com.ph,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
San Simera,-,N/A,-,,Greece,sansimera.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Love What Matters,https://www.lovewhatmatters.com/feed/,Discovered-autodiscovery,N/A,,United States,lovewhatmatters.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Football24.bg,https://football24.bg/feed/,Discovered-autodiscovery,N/A,,Bulgaria,football24.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ICIR [International Centre for Investigative Reporting],https://www.icirnigeria.org/feed/,Discovered-autodiscovery,N/A,,Nigeria,icirnigeria.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
KSAT,-,N/A,-,,United States,ksat.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Daily Sangram,-,N/A,-,,Bangladesh,dailysangram.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
BOL News,-,N/A,-,,Pakistan,bolnews.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Inquisitr,https://www.inquisitr.com/feed,Discovered-autodiscovery,N/A,,United States,inquisitr.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mindanao Daily News,https://mindanaodailynews.com/feed/,Discovered-autodiscovery,N/A,,Philippines,mindanaodailynews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Business Insider,-,N/A,-,,Netherlands,z24.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
KrASIA,-,N/A,-,,Singapore,kr-asia.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
XDA,-,N/A,-,,United States,xda-developers.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Christian Today,https://www.christiantoday.com/rss.xml,Discovered-autodiscovery,N/A,,United States,christiantoday.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SonHaberler.com,-,N/A,-,,Turkey,sonhaberler.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Luftika,-,N/A,-,,Serbia,luftika.rs,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nosalty,-,N/A,-,,Hungary,nosalty.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The National Interest,https://nationalinterest.org/feed,Discovered-pattern,N/A,,United States,nationalinterest.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Phys.org,-,N/A,-,,United States,phys.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FamilieNieuws.com,-,N/A,-,,Netherlands,familienieuws.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
News.bg,-,N/A,-,,Bulgaria,news.bg,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Biotecnika,https://www.biotecnika.org/feed/,Discovered-autodiscovery,N/A,,India,biotecnika.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Villages-News.com,https://www.villages-news.com/feed/,Discovered-autodiscovery,N/A,,United States,villages-news.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Data Science Central,-,N/A,-,,Romania,datasciencecentral.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
TESLARATI,https://www.teslarati.com/feed/,Discovered-autodiscovery,N/A,,United States,teslarati.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SecNews,https://www.secnews.gr/feed/,Discovered-autodiscovery,N/A,,Greece,secnews.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Ziarul de Bacău,-,N/A,-,,Romania,zdbc.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Actualno,https://www.actualno.com/rss/novini-new,Discovered-autodiscovery,N/A,,Bulgaria,actualno.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
MacRumors,https://feeds.macrumors.com/MacRumors-All,Discovered-autodiscovery,N/A,,United States,macrumors.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Your EDM,-,N/A,-,,United States,youredm.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Click On Detroit,-,N/A,-,,United States,clickondetroit.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Receptneked,https://receptneked.hu/feed,Discovered-autodiscovery,N/A,,Hungary,receptneked.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
"Nerdist Industries, LLC",https://nerdist.com/feed/,Discovered-autodiscovery,N/A,,United States,nerdist.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Naftemporiki,https://www.naftemporiki.gr/feed/,Discovered-autodiscovery,N/A,,Greece,naftemporiki.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Organiser - Weekly,-,N/A,-,,India,organiser.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
LepotaiZdravlje.rs,https://lepotaizdravlje.rs/feed/,Discovered-autodiscovery,N/A,,Serbia,lepotaizdravlje.rs,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Međimurje,-,N/A,-,,Croatia,medjimurje.hr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hiros.hu,https://hiros.hu/feed,Discovered-pattern,N/A,,Hungary,hiros.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Country Rebel,https://countryrebel.com/feed/,Discovered-autodiscovery,N/A,,United States,countryrebel.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bihoreanul,-,N/A,-,,Romania,ebihoreanul.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Skift,https://skift.com/feed,Discovered-pattern,N/A,,United States,skift.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
free Europe,https://svobodnaevropa.bg/api/,Discovered-autodiscovery,N/A,,Bulgaria,svobodnaevropa.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sportske vijesti,-,N/A,-,,Bosnia and Herzegovina,sportske.ba,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sambad,https://sambad.in/rss,Discovered-autodiscovery,N/A,,India,sambad.in,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FerizajPress,http://ferizajpress.com/feed,Discovered-pattern,N/A,,Serbia,ferizajpress.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
思考香港Think Hong Kong,https://thinkhk.com/rss.xml,Discovered-pattern,N/A,,Hong Kong,thinkhk.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
AgroRomania,https://manager.ro/rss.php,Discovered-pattern,N/A,,Romania,manager.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
La Voz de América (VOA),https://voanoticias.com/api/,Discovered-autodiscovery,N/A,,United States,voanoticias.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ZIUA de Constanţa,-,N/A,-,,Romania,ziuaconstanta.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sandžak PRESS,https://sandzakpress.net/feed/,Discovered-autodiscovery,N/A,,Serbia,sandzakpress.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
WOAY NewsWatch,https://woay.com/feed/,Discovered-autodiscovery,N/A,,United States,woay.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Life.ro,https://life.ro/feed,Discovered-pattern,N/A,,Romania,life.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tigernet,https://feeds.feedburner.com/tigernet,Discovered-autodiscovery,N/A,,United States,tigernet.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Williamson Source,https://williamsonsource.com/feed/,Discovered-autodiscovery,N/A,,United States,williamsonsource.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SuntMamica.ro,http://suntmamica.ro/rss,Discovered-pattern,N/A,,Romania,suntmamica.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The London Economic,https://www.thelondoneconomic.com/feed/,Discovered-autodiscovery,N/A,,United Kingdom,thelondoneconomic.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Financial Diet,https://thefinancialdiet.com/feed/,Discovered-autodiscovery,N/A,,United States,thefinancialdiet.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Jaihind TV,https://jaihindtv.in/feed/,Discovered-autodiscovery,N/A,,India,jaihindtv.in,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
theAsianparent,https://theasianparent.com/feed,Discovered-pattern,N/A,,Singapore,theasianparent.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
NextDeal,https://nextdeal.gr/rss.xml,Discovered-pattern,N/A,,Greece,nextdeal.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
All That's Interesting,https://allthatsinteresting.com/feed,Discovered-pattern,N/A,,United States,allthatsinteresting.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
G Plus,https://guwahatiplus.com/feed,Discovered-pattern,N/A,,India,guwahatiplus.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Soap Hub,https://soaphub.com/feed/,Discovered-autodiscovery,N/A,,United States,soaphub.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
srpskacafe.com,https://srpskacafe.com/feed/,Discovered-autodiscovery,N/A,,Bosnia and Herzegovina,srpskacafe.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ICT Business,-,N/A,-,,Croatia,ictbusiness.info,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
iDiva India,-,N/A,-,,India,idiva.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
One America News Network,-,N/A,-,,United States,oann.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
InfoMusic,-,N/A,-,,Romania,infomusic.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Silicon Review,-,N/A,-,,United States,thesiliconreview.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Editorji,-,N/A,-,,India,editorji.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
coxsbazarnews.com,https://www.coxsbazarnews.com/feed,Discovered-autodiscovery,N/A,,Bangladesh,coxsbazarnews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Profit.ro,https://profit.ro/rss,Discovered-pattern,N/A,,Romania,profit.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Ziarul de Vrancea,-,N/A,-,,Romania,ziaruldevrancea.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Shade Room,https://theshaderoom.com/feed/,Discovered-autodiscovery,N/A,,United States,theshaderoom.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
