Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
COWGIRL Magazine,https://cowgirlmagazine.com/feed,Discovered-pattern,N/A,,United States,cowgirlmagazine.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Compleat Golfer,https://www.compleatgolfer.com/feed/,Discovered-autodiscovery,N/A,,South Africa,compleatgolfer.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Pet Rescue Report,https://petrescuereport.com/feed/,Discovered-autodiscovery,N/A,,United States,petrescuereport.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gulf News,https://gulfnews.com/feed,Discovered-pattern,N/A,,United Arab Emirates,gulfnews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Concrete Playground,-,N/A,-,,Australia,concreteplayground.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Lakers Nation,https://lakersnation.com/feed/,Discovered-autodiscovery,N/A,,United States,lakersnation.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Klix,https://klix.ba/rss,Discovered-pattern,N/A,,Bosnia and Herzegovina,klix.ba,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Newcastle Live,https://newcastlelive.com.au/feed/,Discovered-autodiscovery,N/A,,Australia,newcastlelive.com.au,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Weert de Gekste,https://www.weertdegekste.nl/feed/,Discovered-autodiscovery,N/A,,Netherlands,weertdegekste.nl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gazeta Olsztyńska,-,N/A,-,,Poland,gazetaolsztynska.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Suara Merdeka Group,-,N/A,-,,Indonesia,suaramerdeka.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Lajmi,https://lajmi.net/feed/,Discovered-pattern,N/A,,Serbia,lajmi.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Milli Gazete,https://milligazete.com.tr/feed,Discovered-pattern,N/A,,Turkey,milligazete.com.tr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
LeftLion Ltd,-,N/A,-,,United Kingdom,leftlion.co.uk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Belfast Media Group Limited,https://group.belfastmedia.com/feed/,Discovered-autodiscovery,N/A,,United Kingdom,belfastmediagroup.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
RDC,-,N/A,-,,Poland,rdc.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Gazette | Cedar Rapids,-,N/A,-,,United States,thegazette.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
WPROST,https://www.wprost.pl/rss,Discovered-autodiscovery,N/A,,Poland,wprost.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
JoeMyGod,https://www.joemygod.com/feed/,Discovered-autodiscovery,N/A,,United States,joemygod.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hong Kong Free Press,https://hongkongfp.com/feed/,Discovered-autodiscovery,N/A,,Hong Kong,hongkongfp.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Deccan Herald,https://deccanherald.com/feed,Discovered-pattern,N/A,,India,deccanherald.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Connect Gujarat,https://connectgujarat.com/rss,Discovered-autodiscovery,N/A,,India,connectgujarat.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rising Kashmir,-,N/A,-,,India,risingkashmir.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Best Ads on TV,https://bestadsontv.com/news/rss,Discovered-pattern,N/A,,United States,bestadsontv.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Spider's Web,https://spidersweb.pl/api/post/feed/feed-gn,Discovered-autodiscovery,N/A,,Poland,spidersweb.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Literary Hub,https://lithub.com/home-page-rigel-two-up-2/feed/,Discovered-autodiscovery,N/A,,United States,lithub.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mothersblog,-,N/A,-,,Greece,mothersblog.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Stay at Home Mum,https://stayathomemum.com.au/feed/,Discovered-autodiscovery,N/A,,Australia,stayathomemum.com.au,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Chorus FM,https://chorus.fm/feed/,Discovered-autodiscovery,N/A,,United States,chorus.fm,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Minds Journal,https://themindsjournal.com/feed/,Discovered-autodiscovery,N/A,,India,themindsjournal.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Alaturka Online,https://alaturkaonline.com/feed/,Discovered-autodiscovery,N/A,,United States,alaturkaonline.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Grown and Flown,https://grownandflown.com/feed/,Discovered-autodiscovery,N/A,,United States,grownandflown.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Undertheradar.co.nz,http://feeds.feedburner.com/UndertheradarconzNews,Discovered-autodiscovery,N/A,,New Zealand,undertheradar.co.nz,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Biscotto,https://biscotto.gr/feed/,Discovered-autodiscovery,N/A,,Greece,biscotto.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
cheddar news,https://cheddar.com/feed,Discovered-pattern,N/A,,United States,cheddar.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Washington Times,-,N/A,-,,United States,washingtontimes.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Catholic Herald Limited,-,N/A,-,,United Kingdom,catholicherald.co.uk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Kidsstoppress (KSP),-,N/A,-,,India,kidsstoppress.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Enikos.gr,https://www.enikos.gr/feed/,Discovered-autodiscovery,N/A,,Greece,enikos.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Marine Insight,https://www.marineinsight.com/feed/,Discovered-autodiscovery,N/A,,India,marineinsight.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Russian Athens,-,N/A,-,,Greece,rua.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Karryon,https://karryon.com.au/feed/,Discovered-pattern,N/A,,Australia,karryon.com.au,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FASHION.HR,https://fashion.hr/feed/,Discovered-autodiscovery,N/A,,Croatia,fashion.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Logical Indian,https://thelogicalindian.com/feed/,Discovered-autodiscovery,N/A,,India,thelogicalindian.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Fashion Post,https://fashionpost.pl/feed,Discovered-autodiscovery,N/A,,Poland,fashionpost.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GospodarkaMorska.pl,https://gospodarkamorska.pl/articles/rss,Discovered-pattern,N/A,,Poland,gospodarkamorska.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
forskning.no,-,N/A,-,,Norway,forskning.no,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Wilson Times,https://wilsontimes.com/rss.xml,Discovered-pattern,N/A,,United States,wilsontimes.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PhoneWorld,https://www.phoneworld.com.pk/feed/,Discovered-autodiscovery,N/A,,Pakistan,phoneworld.com.pk,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
BirGün,-,N/A,-,,Turkey,birgun.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Polityka,https://www.polityka.pl/rss/articles.xml?list=517,Discovered-autodiscovery,N/A,,Poland,polityka.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Salon Media Group,https://salon.com/feed,Discovered-pattern,N/A,,United States,salon.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
TouringCarTimes,https://touringcartimes.com/feed,Discovered-pattern,N/A,,Sweden,touringcartimes.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Theaterkrant,https://www.theaterkrant.nl/feed/,Discovered-autodiscovery,N/A,,Netherlands,theaterkrant.nl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vogue UK,https://www.vogue.co.uk/feed/rss,Discovered-autodiscovery,N/A,,United Kingdom,vogue.co.uk,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rynek Kolejowy,https://www.rynek-kolejowy.pl/rss/rss.xml,Discovered-autodiscovery,N/A,,Poland,rynek-kolejowy.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The New Daily,-,N/A,-,,Australia,thenewdaily.com.au,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Artsy,-,N/A,-,,United States,artsy.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GQ UK,https://www.gq-magazine.co.uk/feed/rss,Discovered-autodiscovery,N/A,,United Kingdom,gq-magazine.co.uk,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hip2Save,https://hip2save.com/feed/,Discovered-autodiscovery,N/A,,United States,hip2save.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
9to5 Mac,https://9to5mac.com/feed/,Discovered-autodiscovery,N/A,,United States,9to5mac.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Starts at 60,https://startsat60.com/feed,Discovered-pattern,N/A,,Australia,startsat60.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
信報財經新聞,-,N/A,-,,Hong Kong,hkej.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HowStuffWorks,https://syndication.howstuffworks.com/rss/HSW,Discovered-autodiscovery,N/A,,United States,howstuffworks.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HuffPost News US (Verizon Media),-,N/A,-,,United States,huffingtonpost.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gość Niedzielny,https://www.gosc.pl/rss/rtr/c7a21.Aktualnosci-z-Gosciem-Niedzielnym,Discovered-autodiscovery,N/A,,Poland,gosc.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Global Voices,https://globalvoices.org/feed/,Discovered-autodiscovery,N/A,,Netherlands,globalvoices.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Znak.com.pl,-,N/A,-,,Poland,znak.com.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Native News Online,-,N/A,-,,United States,nativenewsonline.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
IOL,https://iol.co.za/rss/,Discovered-autodiscovery,N/A,,South Africa,iol.co.za,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Business Insider Nederland,https://feeds.businessinsider.com/custom/all,Discovered-autodiscovery,N/A,,Netherlands,businessinsider.nl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Sun Chronicle,-,N/A,-,,United States,thesunchronicle.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Press Project,https://thepressproject.gr/feed/,Discovered-autodiscovery,N/A,,Greece,thepressproject.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Economic and Political Weekly,https://epw.in/blog/feed,Discovered-pattern,N/A,,India,epw.in,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
wicklownews.net,https://wicklownews.net/feed,Discovered-pattern,N/A,,United Kingdom,wicklownews.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Go Fug Yourself,https://www.gofugyourself.com/feed,Discovered-autodiscovery,N/A,,United States,gofugyourself.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Novasports.gr,https://www.novasports.gr/feed/,Discovered-autodiscovery,N/A,,Greece,novasports.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
TheVegLife.com,https://theveglife.com/feed/,Discovered-autodiscovery,N/A,,United States,theveglife.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Travel Weekly,-,N/A,-,,United Kingdom,travelweekly.co.uk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Las Vegas Sun,-,N/A,-,,United States,lasvegassun.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Black Girl Nerds,https://blackgirlnerds.com/feed/,Discovered-autodiscovery,N/A,,United States,blackgirlnerds.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FITNESS (OOB),-,N/A,-,,United States,fitnessmagazine.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nedeljnik,https://www.nedeljnik.rs/feed/,Discovered-autodiscovery,N/A,,Serbia,nedeljnik.rs,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Consequence,https://consequenceofsound.net/feed,Discovered-pattern,N/A,,United States,consequenceofsound.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tubefilter,https://www.tubefilter.com/feed/,Discovered-autodiscovery,N/A,,United States,tubefilter.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Azinlikca,https://azinlikca1.net/feed,Discovered-autodiscovery,N/A,,Greece,azinlikca.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Poradnik Przedsiębiorcy,-,N/A,-,,Poland,poradnikprzedsiebiorcy.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Innebandymagazinet,https://innebandymagazinet.se/feed/,Discovered-autodiscovery,N/A,,Sweden,innebandymagazinet.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
artnet,-,N/A,-,,United States,artnet.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Korn Ferry,-,N/A,-,,United States,kornferry.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Wonkette,http://wonkette.com/feed,Discovered-autodiscovery,N/A,,United States,wonkette.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bigumigu,https://bigumigu.com/feed/,Discovered-autodiscovery,N/A,,Turkey,bigumigu.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
La Voce di New York,https://lavocedinewyork.com/feed/,Discovered-autodiscovery,N/A,,United States,lavocedinewyork.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio Kraków,https://radiokrakow.pl/rss.xml,Discovered-pattern,N/A,,Poland,radiokrakow.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Quirky Momma,https://kidsactivitiesblog.com/feed/,Discovered-autodiscovery,N/A,,United States,kidsactivitiesblog.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Animation World Network,-,N/A,-,,United States,awn.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Peace Love and Low Carb,https://peaceloveandlowcarb.com/feed,Discovered-autodiscovery,N/A,,United States,peaceloveandlowcarb.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Dhaka Times,https://thedhakatimes.com/feed/,Discovered-autodiscovery,N/A,,Bangladesh,thedhakatimes.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Cosmopolitan Australia,-,N/A,-,,Australia,cosmopolitan.com.au,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Daily Star,https://thedailystar.net/rss.xml,Discovered-pattern,N/A,,Bangladesh,thedailystar.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bikerumor,https://bikerumor.com/feed/,Discovered-autodiscovery,N/A,,United States,bikerumor.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Michigan Public,-,N/A,-,,United States,michiganradio.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Enallaktikos,https://enallaktikos.gr/feed/,Discovered-autodiscovery,N/A,,Greece,enallaktikos.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Maritime Reporter & Engineering News,https://www.marinelink.com/news/rss ,Discovered-autodiscovery,N/A,,United States,marinelink.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bella Naija,https://www.bellanaija.com/feed/,Discovered-autodiscovery,N/A,,Nigeria,bellanaija.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Delicious Obsessions,https://deliciousobsessions.com/feed,Discovered-pattern,N/A,,United States,deliciousobsessions.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Western Journal,https://westernjournal.com/category/news/feed,Discovered-pattern,N/A,,United States,westernjournal.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Portland Mercury,https://portlandmercury.com/portland/Rss.xml,Discovered-autodiscovery,N/A,,United States,portlandmercury.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
faithit,https://faithit.com/feed/,Discovered-autodiscovery,N/A,,United States,faithit.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tygodnik Siedlecki,-,N/A,-,,Poland,tygodniksiedlecki.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Moola Saving Mom,https://moolasavingmom.com/feed/,Discovered-autodiscovery,N/A,,United States,moolasavingmom.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HousingWire,https://www.housingwire.com/feed/,Discovered-autodiscovery,N/A,,United States,housingwire.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Filipino Times,https://filipinotimes.net/feed/,Discovered-autodiscovery,N/A,,United Arab Emirates,filipinotimes.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
allkpop,-,N/A,-,,United States,allkpop.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
theBERRY,https://feeds.feedburner.com/feedburner/ZdSV,Discovered-autodiscovery,N/A,,United States,theberry.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Deeper Shades,-,N/A,-,,United States,deepershades.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tennishead,https://tennishead.net/feed/,Discovered-pattern,N/A,,United Kingdom,tennishead.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mercola,-,N/A,-,,United States,mercola.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tiny Mix Tapes,-,N/A,-,,United States,tinymixtapes.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Krazy Coupon Lady,https://thekrazycouponlady.com/rss,Discovered-pattern,N/A,,United States,thekrazycouponlady.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Videomaker,https://www.videomaker.com/feed/,Discovered-autodiscovery,N/A,,United States,videomaker.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hyperallergic,https://hyperallergic.com/rss/,Discovered-autodiscovery,N/A,,United States,hyperallergic.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Southern Savers,https://www.southernsavers.com/feed/,Discovered-autodiscovery,N/A,,United States,southernsavers.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Her View From Home,https://herviewfromhome.com/feed/,Discovered-autodiscovery,N/A,,United States,herviewfromhome.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HUNT4FREEBIES,http://feeds.feedburner.com/Hunt4freebies,Discovered-autodiscovery,N/A,,United States,hunt4freebies.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
A Slob Comes Clean,https://aslobcomesclean.com/feed,Discovered-pattern,N/A,,United States,aslobcomesclean.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Christian Post,https://christianpost.com/rss,Discovered-pattern,N/A,,United States,christianpost.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GeekDad,https://geekdad.com/feed/,Discovered-autodiscovery,N/A,,United States,geekdad.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GeekTyrant,https://geektyrant.com/news?format=rss,Discovered-autodiscovery,N/A,,United States,geektyrant.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nation Media,-,N/A,-,,United States,eventingnation.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Information Nigeria,-,N/A,-,,Nigeria,informationng.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nyugat.hu,https://nyugat.hu/rss,Discovered-pattern,N/A,,Hungary,nyugat.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Unofficial Networks,https://unofficialnetworks.com/feed/,Discovered-autodiscovery,N/A,,United States,unofficialnetworks.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Inertia,https://theinertia.com/feed,Discovered-pattern,N/A,,United States,theinertia.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Words of Wisdom,https://www.daveswordsofwisdom.com/feeds/posts/default,Discovered-autodiscovery,N/A,,United States,daveswordsofwisdom.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dalal Street Investment Journal - DSIJ,https://www.dsij.in/blog/market-blogs-4/feed,Discovered-sitemap,N/A,,India,dsij.in,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Ύπαιθρος Χώρα,https://www.ypaithros.gr/feed/,Discovered-autodiscovery,N/A,,Greece,ypaithros.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Greekmusictothemax,https://www.greekmusictothemax.gr/feed/,Discovered-autodiscovery,N/A,,Greece,greekmusictothemax.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Deal Mama,https://dealmama.com/feed/,Discovered-autodiscovery,N/A,,United States,dealmama.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Warfare History Network,https://warfarehistorynetwork.com/feed/,Discovered-autodiscovery,N/A,,United States,warfarehistorynetwork.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bring a Trailer,-,N/A,-,,United States,bringatrailer.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Renopedia,https://renopedia.sg/feed/,Discovered-autodiscovery,N/A,,Singapore,renopedia.sg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
BoardingArea,https://boardingarea.com/feed/,Discovered-autodiscovery,N/A,,United States,boardingarea.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Active NorCal,https://www.activenorcal.com/feed/,Discovered-autodiscovery,N/A,,United States,activenorcal.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
It's Free at Last,https://itsfreeatlast.com/feed/,Discovered-autodiscovery,N/A,,United States,itsfreeatlast.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Manc,https://themanc.com/feed/,Discovered-pattern,N/A,,United Kingdom,themanc.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Solve Horseback Riding Fears by Jane Savoie,-,N/A,-,,United States,janesavoie.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Opportunity Desk,-,N/A,-,,Nigeria,opportunitydesk.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
No Treble,https://www.notreble.com/feed,Discovered-autodiscovery,N/A,,United States,notreble.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Erciş Haber,https://haberercis.com.tr/rss,Discovered-pattern,N/A,,Turkey,haberercis.com.tr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
American Greatness,https://amgreatness.com/feed,Discovered-pattern,N/A,,United States,amgreatness.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Big Cabal Media [Zikoko + TechCabal],https://www.zikoko.com/feed/,Discovered-autodiscovery,N/A,,Nigeria,zikoko.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Wedding Digest Naija,https://www.weddingdigestnaija.com/feed/,Discovered-autodiscovery,N/A,,Nigeria,weddingdigestnaija.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tadka Bollywood,-,N/A,-,,India,bollywoodtadka.in,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Međimurske Novine,-,N/A,-,,Croatia,mnovine.hr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
VG247,https://www.vg247.com/feed,Discovered-autodiscovery,N/A,,United States,vg247.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Political Insider,https://thepoliticalinsider.com/feed,Discovered-pattern,N/A,,United States,thepoliticalinsider.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
MMAnytt.se,-,N/A,-,,Sweden,mmanytt.se,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Nederlands Dagblad,-,N/A,-,,Netherlands,nd.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
DesignTAXI,-,N/A,-,,Singapore,designtaxi.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HiComm Magazine,https://hicomm.bg/rss,Discovered-pattern,N/A,,Bulgaria,hicomm.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dunya News,-,N/A,-,,Pakistan,dunyanews.tv,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
DC Comics News,https://dccomicsnews.com/feed/,Discovered-autodiscovery,N/A,,United States,dccomicsnews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
penamadridista.hu,-,N/A,-,,Hungary,penamadridista.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Phoblographer,https://www.thephoblographer.com/feed/,Discovered-autodiscovery,N/A,,United States,thephoblographer.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vanlı Nihat Hoca,-,N/A,-,,Turkey,vanlinihathoca.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Diaforetiko,https://diaforetiko.gr/feed,Discovered-pattern,N/A,,Greece,diaforetiko.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PoPville,https://popville.com/feed,Discovered-pattern,N/A,,United States,popville.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Al-Monitor,https://al-monitor.com/feed,Discovered-pattern,N/A,,United States,al-monitor.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Republika SrbijaPress,-,N/A,-,,Serbia,republika.rs,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Monitorul de Cluj,https://monitorulcj.ro/rss/,Discovered-autodiscovery,N/A,,Romania,monitorulcj.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
